,sent_1,sent_2,score
2674,"write as if with print, not in cursive",write as if with print; not cursive.,1.0
2675,shoot down birds,"shoot down, of birds.",0.8800000000000001
2676,appoint to clerical posts,appoint to a clerical posts.,1.0
2677,(Chemistry) Undergo sequestration by forming a stable compound with an ion.,undergo sequestration by forming a stable compound with an ion.,0.95
2678,Furnish with an opening to allow air to circulate or gase to escape.,furnish with an opening to allow air to circulate or gas to escape.,1.0
2679,"Stand with arms or forelegs raised, as of menacing.","stand with arms or forelegs raised, as if menacing.",1.0
2680,accounting period of 12 months,any accounting period of 12 months.,1.0
2681,Convert the genetic information in a strand of DNA into a strand of RNA.,"convert the genetic information in (a strand of DNA) into a strand of RNA, especially messenger RNA.",0.85
2682,"give a thrashing to, beat",give a thrashing to; beat hard.,0.95
2683,"Immerse or be immersed in a boiling liquid, for purposes of cooking or processing.","immerse or be immersed in a boiling liquid, often for cooking purposes.",1.0
2684,"Supply with water for crops, as with channels, ditches, or streams.","supply with water, as with channels or ditches or streams.",1.0
2685,The period of time during which a leasing contract is in effect.,the period of time during which a contract conveying property to a person is in effect.,0.85
2686,Protect or strengthen with sandbags.,protect or strengthen with sandbags; stop up.,0.85
2687,travel; make a tour of a place,make a tour of a certain place.,1.0
2688,the political head of city government,the head of a city government.,0.95
2689,"pass the tongue over, take up with the tongue",take up with the tongue.,0.65
2690,"A city on the River Thames in Bershire, southern England",a city on the River Thames in Berkshire in southern England.,1.0
2691,"a chart or map showing the dimensions, movements or progress of something",a chart or map showing the movements or progress of an object.,0.95
2692,Take away a vital or essential part of something.,take away a vital or essential part of.,0.95
2693,An imperfection; the quality of being inadequate or falling short.,the quality of being inadequate or falling short of perfection.,0.85
2694,"Pat or squeeze, especially under the chin.","pat or squeeze fondly or playfully, especially under the chin.",0.95
2695,make up something fictional or untrue,make up something artificial or untrue.,0.95
2696,the act of swallowing liquid,the act of swallowing.,0.85
2697,have unlawful sex with a prostitute,have unlawful sex with a whore.,0.9
2698,Reverse the winding or twisting of; separate the tangles of.,reverse the winding or twisting of.,0.8
2699,"Reimburse or compensate (someone), as for a loss or sacrifice.","reimburse or compensate (someone), as for a loss.",0.9
2700,sharpen a razor with a strap,sharpen with a strap.,0.65
2701,the longer telegraphic signal of Morse Code,the longer of the two telegraphic signals used in Morse code.,0.9
2702,"The part of the body between the neck and upper arm, or any of its subparts.",the part of the body between the neck and the upper arm.,0.85
2703,"Rain, hail, or snow hard and be very windy, often with thunder and lightning; blow hard.","rain, hail, or snow hard and be very windy, often with thunder or lightning.",0.9
2704,fill with high spirits,fill with high spirits; fill with optimism.,0.85
2705,The release of pressure built up during a stop consonant.,the terminal forced release of pressure built up during the occlusive phase of a stop consonant.,0.7
2706,(cause to) fall in drops,let or cause to fall in drops.,0.9
2707,The status of being champion.,the status of being a champion.,1.0
2708,Draw advantages from; take advantage.,draw advantages from.,0.75
2709,Last year he was wanted for murder.,Last year it was sought to murder. ,0.8
2710,Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.,Economists' not against the companies openly using the attractiveness of luxury to promote their products.,1.0
2711,"And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.","And, perhaps the most important, Ahmadinejad destabilising influence, not bernanke.",1.0
2712,A Europe for All,All Europe,0.9334
2713,"Gays and other ""modern"" practices are rejected as self-indulgent.","The gay and other practical ""Modern"" are rejected, laws.",0.9
2714,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only a month before, muybarak refused the demands of constitutional reform by taxing them with ""futile.",1.0
2715,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only one month before, Muybarak disrupted the demands of constitutional reform by taxing futile '.",0.9
2716,Iraq's future depends directly on the fate of Iraqi oil production.,The future of Iraq is linked to oil production of the country.,1.0
2717,Today's great Pax Europa and today's pan-European prosperity depend on this.,"Large Pax Europa of today, just like current prosperity paneuropéenne, depends on it.",0.8
2718,This tendency extends deeper than headscarves.,This trend goes well beyond simple headscarves.,0.9
2719,"More than that, the divisions are reproduced at the local level.","Beyond the geographical division, divisions recur locally.",0.8
2720,"But if Europe's performance continues to decline, would this perception survive?",But can this image survive a continuation of the decline?,0.75
2721,"But if Europe's performance continues to decline, would this perception survive?",But this image can survive a further decline?,0.44000000000000006
2722,The People Versus Putin,Putin against people,0.9
2723,"The old version of the European response--what psychologists might call ""dollar envy""--will only become more acute.","The old version of the European response (what psychologists call ""the envy of the dollar 'only become more pervasive.",0.95
2724,But the returns that make US stock markets so attractive reflect a delicate political balance.,But the returns which return the US markets of the transferable securities if attracting reflect a fragile political balance.,0.95
2725,Each side had quite different theories and explanations of what was going on.,Every leader had markedly different explanations and theories on the situation.,0.8
2726,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer is in the support that the democratic activists indonésiens will be able to generate nationally and internationally.,1.0
2727,"They are ignorant, poor, and sick.",They are for the moment. ,0.1
2728,"Jobs, in particular, will help young people to create new lives through serious work.","The jobs, in particular, help the young to invent new forms of employment. ",0.9
2729,Iraq's future depends directly on the fate of Iraqi oil production.,The future of Iraq is related to the oil production of the country.,1.0
2730,"In other areas, sharia law is being introduced by force.","In other areas, the sharia is imposed.",0.85
2731,"Each time, radical improvements in technology made the threat evaporate.","Each time, radical technological progress made it off these threats.",0.95
2732,A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.,"A Chinese influential businessman who share his time between Hong Kong and London, was even more precise.",1.0
2733,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer lies in the support that democratic activists Indonesians may generate drive and internationally.,0.95
2734,But the returns that make US stock markets so attractive reflect a delicate political balance.,But the returns which make the markets do not so attractive to reflect a fragile political equilibrium. ,0.65
2735,The questions are many.,There are many questions. ,0.95
2736,But US stock prices fell only 5.2% between May 9 and May 24.,"However, the Americans have only a fall of 5.2% between 9 and on 24 may. ",0.85
2737,"Each time, radical improvements in technology made the threat evaporate.","Each time, radical technological progress made slip these threats.",0.95
2738,"Jobs, in particular, will help young people to create new lives through serious work.","Jobs, in particular, would help young people to forge new lives through serious jobs.",0.95
2739,None of this absolves rich countries of their responsibility to help.,This does not however emerging rich countries from their obligation to help.,0.9
2740,"And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.","And, perhaps most important, Ahmadinejad exerts a destabilizing influence, not Bernanke.",1.0
2741,This has left the Conservative opposition without an effective response.,This leaves the opposition Conservative without any effective response.,1.0
2742,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they have recommended the policies that politicians will take into account.",0.9
2743,This gross error is leading Russia to political ruin.,And this mistake mistake is in the process of its political. ,0.6
2744,"He did, but the initiative did not get very far.",What he has done without the initiative goes very far.,0.6799999999999999
2745,"The old version of the European response--what psychologists might call ""dollar envy""--will only become more acute.",The old version of the European reaction (what the psychologists call “the desire of the dollar”) will become only more penetrating.,0.9
2746,Last year he was wanted for murder.,Last year it was required for murder.,0.76
2747,The Political Stock Market,The politicization of securities markets,0.5666
2748,Each side had quite different theories and explanations of what was going on.,Every originator had theories and explanations appreciably different on the situation.,0.95
2749,"Jobs, in particular, will help young people to create new lives through serious work.","The jobs, help young people to forge new lives through serious jobs.",0.95
2750,Tocqueville believed that there are no effective long-term constraints on this tendency.,"Tocqueville believed that in the long term, nothing can oppose really this trend.",0.9
2751,What we are witnessing today is a shift from a Muslim identity to an Islamist identity.,We are witnessing today to change a Muslim identity for an Islamic identity.,1.0
2752,A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.,On the question of losing Alstom would have serious repercussions in Europe and not just for the policies on competition.,0.85
2753,Today's great Pax Europa and today's pan-European prosperity depend on this.,"The large Europa Pax today, just as the current pan-European prosperity, depends on it.",1.0
2754,Last year he was wanted for murder.,Last year it was sought for murder.,0.72
2755,What we are witnessing today is a shift from a Muslim identity to an Islamist identity.,In the absence of a change of associations. ,0.1
2756,"But if Europe's performance continues to decline, would this perception survive?",But this image can survive a further decline?,0.44000000000000006
2757,Today's great Pax Europa and today's pan-European prosperity depend on this.,"The great Pax Europa today, as the current pan-European prosperity, depends on it.",1.0
2758,This has left the Conservative opposition without an effective response.,That leaves the conservative opposition without effective response.,1.0
2759,A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.,Losing on the question of Alstom would have serious repercussions in Europe and not just for policies on competition.,0.9334
2760,But the returns that make US stock markets so attractive reflect a delicate political balance.,But returns which make American securities markets if attractive reflect a fragile political balance.,0.95
2761,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only a month before, muybarak applications of constitutional reform disrupted were ""futile.""",0.85
2762,"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached until the meetings the Turkish Government.,1.0
2763,None of this absolves rich countries of their responsibility to help.,This does not however absolve the rich countries of their obligation to help.,1.0
2764,"Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.",We can also note that the French philosopher Marcel Gauchet has called one of these recent books democracy against itself.,0.95
2765,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they have recommended the policies that the politicians or not consideration.",0.9
2766,That is the spirit in which the European Constitution must be written.,This is the spirit in which must be drawn up the European Constitution.,0.95
2767,Each side had quite different theories and explanations of what was going on.,Each player had markedly different theories and explanations on the situation.,0.9
2768,"The book's success is itself a sign of a kind of ""malaise.""","The success of the book is in itself a sign of Israel "". ",0.5
2769,"Putin, too, also seems to suspect his regime's impotence.","And, also, of his regime. ",0.35
2770,"But if Europe's performance continues to decline, would this perception survive?",But can this image survive a pursuit of decline?,0.55
2771,The Political Stock Market,The politicization of securities market,0.45
2772,"Western Europeans, who have been spared this legacy, should heed our warnings.","The western Europeans, who have forgotten this history, should heed our warnings.",1.0
2773,None of this absolves rich countries of their responsibility to help.,That does not release however the rich countries of their obligation to help.,0.75
2774,"They are ignorant, poor, and sick.","They are culture, poor and sick.",0.8
2775,Those who know little about modern factory farming may wonder why such legislation would be necessary.,Those who do not know the intensive farming methods will be astonished perhaps the need for such legislation.,0.8
2776,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two ways plausible proceeding against a tyrant deposed.,0.95
2777,Yet a process of de-institutionalization of religious experience is also taking place within Islam.,"However, a process of de-institutionalisation of the religious experience is also happening within Islam.",1.0
2778,Ahmadinejad is embarking on an adventure; Bernanke is not.,"Ahmadinejad are embarking on an adventure, not Bernanke.",1.0
2779,Other ways are needed.,It is necessary to find other means. ,0.9
2780,Foremost among these is that economic development is largely in the hands of poor nations themselves.,At the forefront of these lessons we find that economic development is left largely in the hands of poor nations themselves.,0.85
2781,A Europe for All,Europe for all,1.0
2782,This has left the Conservative opposition without an effective response.,This leaves the conservative opposition without any effective response.,1.0
2783,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two plausible ways to proceed with regard to a relieved tyrant.,0.95
2784,Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.,Economists pro-marché not contradictory businesses that use openly the attraction of luxury to promote their products.,0.9
2785,But America's interest in Iraqi oil was not driven either by economics or energy policy.,But the interest of America for Iraqi oil is not dictated by the economy or the energy policy.,1.0
2786,A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.,"A businessman Chinese influential, which shares his time between Hong Kong and London, was even more specific.",1.0
2787,Some results are remarkable.,Some are noteworthy results.,0.96
2788,None of this absolves rich countries of their responsibility to help.,But that does not detract rich countries from their obligation to help.,1.0
2789,"He did, but the initiative did not get very far.",What he has done without the initiative goes very far.,0.6799999999999999
2790,Yet a process of de-institutionalization of religious experience is also taking place within Islam.,"However, a process of de-institutionalisation religious experience is also happening within Islam.",1.0
2791,"But from the American point of view, the international role of the dollar was a trap.","But the American point of view, the international role of the dollar was a trap.",1.0
2792,Being a Muslim and being an Islamist are not the same thing.,To be Muslim and be Islamiste are two different things.,1.0
2793,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,"Putin's Russia has already lost 12 prominent journalists, murdered in the last six years.",1.0
2794,But US stock prices fell only 5.2% between May 9 and May 24.,"However, the American courses did not show that a fall of 5,2% between the 9 and on May 24.",0.75
2795,"Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.","We can also note the French philosopher Marcel Gauchet entitled, one of these recent books against democracy itself.",1.0
2796,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","This is an implicit but clear repudiation of Mubarak, only Head of State for 24 years.",0.9199999999999999
2797,Foremost among these is that economic development is largely in the hands of poor nations themselves.,"At the forefront of these lessons, we learn that economic development is largely left in the hands of poor nations themselves.",0.95
2798,Some results are remarkable.,Some are noteworthy results.,0.96
2799,Will it give us the right to divorce the husbands who abandon us?,They would give the right to divorce the husbands who would have abandoned them?,0.8
2800,But US stock prices fell only 5.2% between May 9 and May 24.,"Yet, the Americans have accused a lowering of 5.2% between 9 and 24 May.",0.75
2801,A Europe for All,A Europe for all,0.9428000000000001
2802,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,"The Russia of Putin has already lost 12 prominent journalists, murdered during the last six years.",1.0
2803,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer lies in the support that the Indonesian democrats will generate activists domestically and internationally.,0.9199999999999999
2804,But US stock prices fell only 5.2% between May 9 and May 24.,But the US prices did not show that a decline in 5.2% between 9 and 24 May.,0.64
2805,That is the spirit in which the European Constitution must be written.,That is the spirit in which the European Constitution should be developed.,0.9
2806,But US stock prices fell only 5.2% between May 9 and May 24.,Yet the US courts have indicted that a reduction of 5.2% between 9 and 24 May.,0.8
2807,Will it give us the right to divorce the husbands who abandon us?,Their donnerait-elle the right to divorce spouses who would have abandoned?,0.6
2808,Other ways are needed.,Other means should be found.,0.9199999999999999
2809,Yet a process of de-institutionalization of religious experience is also taking place within Islam.,"However, a process of the United States and also within Islam. ",0.45
2810,But America's interest in Iraqi oil was not driven either by economics or energy policy.,But the interests of America for Iraqi oil is dictated by the economy or the energy policy.,0.8
2811,Other ways are needed.,We must find other ways.,0.8800000000000001
2812,The Political Stock Market,The politicization of securities markets,0.5666
2813,But America's interest in Iraqi oil was not driven either by economics or energy policy.,But the interests of the Iraqi people is not dictated by the economy or by energy policy. ,0.55
2814,This gross error is leading Russia to political ruin.,And this gross mistake is conducting Russia policy to his downfall.,0.95
2815,"And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.","And, perhaps most important, Ahmadinejad has destabilizing influence, not Bernanke",1.0
2816,"Each time, radical improvements in technology made the threat evaporate.","Each time, radical technological progress off these threats.",1.0
2817,What we are witnessing today is a shift from a Muslim identity to an Islamist identity.,We are witnessing today to change a Muslim identity for an Islamic identity.,1.0
2818,"The bottom line is that when interest rates rise, asset values will fall.","The most important thing is that when interest rates go up, the values of the active fall.",0.75
2819,"Each time, radical improvements in technology made the threat evaporate.","Each time, technological progress radicals have made these threats slip.",0.85
2820,That is the spirit in which the European Constitution must be written.,It is in that spirit must be developed the European Constitution.,0.95
2821,"But from the American point of view, the international role of the dollar was a trap.","But the US point of view, the international role of the dollar was a trap.",1.0
2822,This tendency extends deeper than headscarves.,This trend goes well beyond simple scarves.,0.9
2823,Other ways are needed.,We must find other ways.,0.8800000000000001
2824,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,"Russia of Putin already lost 12 eminent journalists, assassinated during the six last years.",1.0
2825,"The book's success is itself a sign of a kind of ""malaise.""",The success of books is itself a sign of ‘ malaise ’.,0.95
2826,"They are ignorant, poor, and sick.","They are uncultivated, poor and sick.",0.9199999999999999
2827,"The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.","The president has less of capacities than it does not appear to with it, and it particuli�rement is particuli�rement eclipsed by the guide supr�me the Ayatollah Ali Khamenei.",0.75
2828,"Indeed, intolerance goes right to the top of the Turkish government.",It is indisputable that reaches to the Turkish government. ,0.95
2829,A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.,"A business Chinese influence, which shares his time between Hong Kong and London, was more precise.",0.95
2830,"The book's success is itself a sign of a kind of ""malaise.""","The success of the book is in itself a sign of ""malaise.",1.0
2831,The Political Stock Market,Politicization of the securities markets,0.45
2832,Tocqueville believed that there are no effective long-term constraints on this tendency.,"Tocqueville thought in the long run, nothing can be really opposed this trend.",0.9
2833,Tocqueville believed that there are no effective long-term constraints on this tendency.,"Tocqueville believed that in the long term, nothing can actually oppose this trend.",0.95
2834,"Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.","Who more is, the large oil exporters are not been willing to subject their policies of investment to the market rates.",0.95
2835,"They are ignorant, poor, and sick.","They are poor, sick and uncultivated.",0.96
2836,Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.,"The economists, does not include the companies which use the attraction of luxury to promote their products. ",0.85
2837,The Political Stock Market,The politicisation of the securities markets ,0.5
2838,A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.,"An influential Chinese business man, who shares his time between HongKong and London, was even more precise.",1.0
2839,"Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.","Moreover, the major exporters of oil are not prepared to submit their investment policies to market conditions.",1.0
2840,"Western Europeans, who have been spared this legacy, should heed our warnings.","The Western Europeans, who have forgotten this story, should take account of our warnings.",1.0
2841,What we are witnessing today is a shift from a Muslim identity to an Islamist identity.,Today we are to change a Muslim identity for Islamic identity.,0.7
2842,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only one month before, Muybarak refused the demands of constitutional reform by taxing them with “futile”.",0.85
2843,It then appointed a task force to formulate the necessary changes in tax and spending policies.,He has appointed a working party to make the necessary changes to the policies of public spending and fiscal policies.,0.85
2844,Those who know little about modern factory farming may wonder why such legislation would be necessary.,Those who do not know the intensive methods surprised the necessity of such legislation. ,0.8
2845,Being a Muslim and being an Islamist are not the same thing.,It is necessary to are two different things. ,0.05
2846,It then appointed a task force to formulate the necessary changes in tax and spending policies.,It has appointed a working Group responsible for drawing the necessary changes to bring to public expenditure and fiscal policies. ,0.85
2847,Some results are remarkable.,Certain results are remarkable.,1.0
2848,"But, like the Union itself, it will be built and it will be done.","But as the European Union itself, and it will build it.",0.75
2849,Will it give us the right to divorce the husbands who abandon us?,They give it the right to divorce the husband who have abandoned?,0.75
2850,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they recommended the policies which the politicians take or not into account.",1.0
2851,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two ways of proceeding to the origins. ,0.55
2852,"In other areas, sharia law is being introduced by force.","In other areas, the Sharia is imposed. ",0.95
2853,"But if Europe's performance continues to decline, would this perception survive?",But this picture can survive in a European? ,0.35
2854,This tendency extends deeper than headscarves.,This trend goes well beyond simple headscarves.,0.9
2855,"But, like the Union itself, it will be built and it will be done.","But as the European Union itself, build and happen.",0.7
2856,"The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.","The President has fewer powers than it seems, and it is particuli failure to overshadowed by the Supreme Leader Ayatollah Ali Khamenei.",0.9
2857,"Jobs, in particular, will help young people to create new lives through serious work.","The jobs, in particular, would help young people to forge new lives in jobs serious.",0.95
2858,"Western Europeans, who have been spared this legacy, should heed our warnings.","Western Europeans, who have forgotten this story, should heed our warnings.",1.0
2859,This gross error is leading Russia to political ruin.,And this big mistake is leading Russia to its political ruin.,1.0
2860,Today's great Pax Europa and today's pan-European prosperity depend on this.,"The great Pax Europa today, as the current pan-European prosperity, depends.",0.95
2861,"But, like the Union itself, it will be built and it will be done.","But as the European Union itself, this will be built and this will happen.",0.8
2862,"Western Europeans, who have been spared this legacy, should heed our warnings.","The Western Europeans, who have forgotten this history, should take account of our warnings. ",1.0
2863,"Western Europeans, who have been spared this legacy, should heed our warnings.","Western Europeans, who have forgotten this history, should take account of our warnings.",1.0
2864,That is the spirit in which the European Constitution must be written.,That is the spirit in which must be worked out the European Constitution. ,0.9
2865,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,"Putin's Russia already lost 12 prominent journalists, murdered during the past six years.",1.0
2866,"The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.","The President has less powers than it seems, and it is particuli to rement overshadowed by the ayatollahs supr to guide me Ali Khamenei.",0.95
2867,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they recommended policies that politicians or not take into account.",1.0
2868,The People Versus Putin,The people against Putin,1.0
2869,Tocqueville believed that there are no effective long-term constraints on this tendency.,"Tocqueville believed that in the long term, nothing can oppose really to this trend.",0.95
2870,The questions are many.,Many questions are.,0.85
2871,But they were necessary.,But they are necessary.,0.85
2872,"Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.","Moreover, the major oil exporters are not willing to submit their investment policies to market conditions.",0.95
2873,"But from the American point of view, the international role of the dollar was a trap.","But from the American point of view, the international role of the dollar was a trap.",1.0
2874,Foremost among these is that economic development is largely in the hands of poor nations themselves.,"In the foreground of these lessons, one discovers that economic development is left mainly in the hands of the poor nations themselves.",0.9
2875,"And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.","And, perhaps the most important, Ahmadinejad affects destabilizing, Bernanke.",0.7
2876,"The bottom line is that when interest rates rise, asset values will fall.","The key is that when interest rates are falling, the values of the active.",0.55
2877,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they have policies that take or no consideration. ",0.75
2878,"Gays and other ""modern"" practices are rejected as self-indulgent.",The gay and other ‘ modern ’ practices are rejected because nombrilistes.,0.7
2879,"Western Europeans, who have been spared this legacy, should heed our warnings.","Europeans of the West, who forgot this history, should take account of our warning statements.",1.0
2880,"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached at summits of the Turkish Government.,0.9
2881,This has left the Conservative opposition without an effective response.,That leaves the conservative opposition without any effective answer.,0.95
2882,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer lies in the support that the Indonesian democrats activists will generate national and internationally.,1.0
2883,"Putin, too, also seems to suspect his regime's impotence.","Putin, too, seems suspect the powerlessness of his regime.",0.8800000000000001
2884,Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.,Economists pro-marché companies which do not stand openly using the attractiveness of luxury to promote their products.,0.85
2885,"Each time, radical improvements in technology made the threat evaporate.","Every time, technological progress to fly these threats. ",0.9
2886,"Western Europeans, who have been spared this legacy, should heed our warnings.","Western Europeans, who have forgotten this history, should heed our warnings.",0.95
2887,It then appointed a task force to formulate the necessary changes in tax and spending policies.,He then appointed a working group to formulate the necessary changes to the policy of public spending and the fiscal policies.,0.85
2888,Last year he was wanted for murder.,Last year it was required for murder.,0.76
2889,Each side had quite different theories and explanations of what was going on.,Every originator had theories and explanations significantly different on the situation. ,0.9
2890,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two plausible ways to proceed as regards a burden tyrant.,0.9
2891,Today's great Pax Europa and today's pan-European prosperity depend on this.,"The large Europa of today, just as the prosperity, depends on it. ",0.85
2892,Yet a process of de-institutionalization of religious experience is also taking place within Islam.,"However, a process of de-institutionalisation of religious experience is also happening within Islam.",1.0
2893,"Each time, radical improvements in technology made the threat evaporate.","Each time, of radical technological progress leave these threats.",0.85
2894,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,"Russia has already lost 12 distinguished journalists, murdered in the course of the past six years. ",0.9
2895,"The old version of the European response--what psychologists might call ""dollar envy""--will only become more acute.","The former version of the European reaction (what psychologists call ""the envy dollar) only become more pénétrante.",0.9
2896,The People Versus Putin,People against Putin,0.95
2897,But the returns that make US stock markets so attractive reflect a delicate political balance.,But the returns which make the American securities markets if attractive reflect a fragile political balance.,0.95
2898,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two ways plausible to undertake a tyrant deposed.,0.95
2899,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only a month before,, the demands of constitutional reform in the five "". ",0.5
2900,"The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.","The President has fewer powers that it seems, and it is particuli rement overshadowed by the supr guides me Ayatollah Ali Khamenei.",0.9
2901,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer lies in the support that democratic activists Indonesia can generate nationalement and internationally.,0.7
2902,"Putin, too, also seems to suspect his regime's impotence.","Putin, too, seems suspect the powerlessness of his regime.",0.8800000000000001
2903,Each side had quite different theories and explanations of what was going on.,Each player had the theories and explanations markedly different situation.,0.85
2904,This gross error is leading Russia to political ruin.,And this gross error is conducting Russia to his downfall policy.,0.75
2905,It then appointed a task force to formulate the necessary changes in tax and spending policies.,Then appointed a working party to make the necessary changes to give the policies public spending and to fiscal policies.,0.95
2906,The People Versus Putin,The people against Putin ,0.95
2907,Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.,Economists pro-marché are not opposed to companies which openly using the attractiveness of luxury to promote their products.,0.95
2908,"Gays and other ""modern"" practices are rejected as self-indulgent.","The gay and other practices modern 'are rejected, because navel-gazing.",0.85
2909,But they were necessary.,But they were necessary.,1.0
2910,The Political Stock Market,The politicization of securities markets,0.5666
2911,"The old version of the European response--what psychologists might call ""dollar envy""--will only become more acute.","The old version of the European reaction (what psychologists call ""the envy of the dollar ') will only more pervasive.",1.0
2912,"The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.","The President has powers than it appears, and it is particularly eclipsed by the Supreme Ali Khamenei. ",1.0
2913,"And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.","And, perhaps most importantly, Ahmadinejad has an influence, not destabilizing Bernanke.",0.95
2914,"The bottom line is that when interest rates rise, asset values will fall.","Essence, it is that when interest rates go up, the values of the credit fall.",0.95
2915,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they recommend the policies that politicians will take into account.",0.7
2916,The questions are many.,The questions are many.,1.0
2917,But the returns that make US stock markets so attractive reflect a delicate political balance.,But the returns that make American securities markets so attractive reflect a fragile political balance.,0.95
2918,Those who know little about modern factory farming may wonder why such legislation would be necessary.,"Those who do not know the methods of intensive farming, will perhaps the need for such legislation.",0.8
2919,Being a Muslim and being an Islamist are not the same thing.,To be Muslim and islamiste are two different things.,1.0
2920,Those who know little about modern factory farming may wonder why such legislation would be necessary.,Those who do not know the intensive farming methods astonished perhaps the need for such legislation.,0.85
2921,The questions are many.,There are many questions.,0.96
2922,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","This is an implicit répudiation but clear of Mubarak, only Head of State for 24 years.",1.0
2923,A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.,Losing on the question of Alstom would have serious repercussions in Europe and not just for policies on competition.,0.9334
2924,The questions are many.,The questions are numerous.,1.0
2925,"Gays and other ""modern"" practices are rejected as self-indulgent.","Gays and other practices ""modern ’ are rejected because among selfcentred.",0.85
2926,"More than that, the divisions are reproduced at the local level.","Beyond the geographical division, the divisions occur locally.",0.8
2927,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,Putin's Russia has already lost 12 distinguished journalists murdered during the past six years.,1.0
2928,"Gays and other ""modern"" practices are rejected as self-indulgent.","The catch and other practices, because. ",0.05
2929,"Jobs, in particular, will help young people to create new lives through serious work.","The jobs, in particular, would help young people to create new lives in serious jobs.",1.0
2930,Last year he was wanted for murder.,Last year it was sought for murder.,0.72
2931,Tocqueville believed that there are no effective long-term constraints on this tendency.,"Thought that in the long term, nothing can actually to this trend. ",0.85
2932,Foremost among these is that economic development is largely in the hands of poor nations themselves.,"In the forefront of these lessons, we discover that economic development is left largely in the hands of poor nations themselves.",0.95
2933,"But, like the Union itself, it will be built and it will be done.","But just as the European Union itself, and that it will be done. ",0.85
2934,This gross error is leading Russia to political ruin.,And this serious error is taking to Russia to its ruin policy.,1.0
2935,But America's interest in Iraqi oil was not driven either by economics or energy policy.,But America's interest for Iraqi oil is not dictated by the economy or by energy policy.,1.0
2936,Some results are remarkable.,Some results are remarkable.,1.0
