,Unnamed: 0,sent_1,sent_2,score
2450,2450.0,be affected with smut or mildew,"affect with smut or mildew, as of a crop such as corn.",3.75
2451,2451.0,Talk or behave amorously; have sex with.,"talk or behave amorously, without serious intentions.",3.0
2452,2452.0,Excuse some minor social infraction; accept    an excuse for something.,accept an excuse for.,3.5
2453,2453.0,"indicate, be signs or symptoms of",be a signal for or a symptom of.,4.75
2454,2454.0,a verbal or written request for access to something.,a verbal or written request for assistance or employment or admission to a school.,3.5
2455,2455.0,have a logical result,have as a logical consequence.,4.75
2456,2456.0,Travel on foot.,cross on foot.,4.75
2457,2457.0,the act of suction,the act of sucking.,4.5
2458,2458.0,A band of leather or rope made to identify animals.,a band of leather or rope that is placed around an animal's neck as a harness or to identify it.,4.25
2459,2459.0,Put a harness on.,put a harness.,4.75
2460,2460.0,Provide or equip specifically with furniture.,provide or equip with furniture.,4.75
2461,2461.0,To move (the head or body) quickly    downwards or away (from something).,to move (the head or body) quickly downwards or away.,4.75
2462,2462.0,reason or establish by deduction,reason by deduction; establish by deduction.,5.0
2463,2463.0,Make pregnant; fertilize and cause to grow.,fertilize and cause to grow.,3.75
2464,2464.0,find the solution to or understand the          meaning of,find the solution to (a problem or question) or understand the meaning of.,5.0
2465,2465.0,Move about in a confused or purposeless manner.,move about in a confused manner.,4.75
2466,2466.0,put up with something unpleasant,put up with something or somebody unpleasant.,4.25
2467,2467.0,A means or agency by which something is communicated.,a means or agency by which something is expressed or communicated.,5.0
2468,2468.0,take apart into constituent pieces,take apart into its constituent pieces.,5.0
2469,2469.0,A short theatrical program that is part of a longer program.,a short theatrical performance that is part of a longer program.,5.0
2470,2470.0,"decree, issue an order",issue an order.,4.0
2471,2471.0,"the termination, ending of a meeting",the termination of a meeting.,5.0
2472,2472.0,An indicator that orients one generally.,an indicator that orients you generally.,5.0
2473,2473.0,Increase the acoustic volume of.,increase the volume of.,4.0
2474,2474.0,open to members of all races and ethnic groups,open (a place) to members of all races and ethnic groups.,5.0
2475,2475.0,reduce to small pieces by pounding or abrading,reduce to small pieces or particles by pounding or abrading.,5.0
2476,2476.0,hit a fly (baseball),hit a fly.,4.0
2477,2477.0,FISHING-exhaust by allowing to pull on the line,exhaust by allowing to pull on the line.,3.75
2478,2478.0,be or come into conflict,be incompatible; be or come into conflict.,3.75
2479,2479.0,Produce a phonemic click.,produce a click.,3.25
2480,2480.0,angle with a hook and line and draw through          water,angle with a hook and line drawn through the water.,5.0
2481,2481.0,the front face of a building,the face or front of a building.,5.0
2482,2482.0,make something more diverse or varied,make something more diverse and varied.,5.0
2483,2483.0,issue bonds on something,issue bonds on.,4.0
2484,2484.0,women's sleeveless undergarment,a woman's sleeveless undergarment.,5.0
2485,2485.0,Move oneself very fast.,move very fast.,3.5
2486,2486.0,"Oppose or approach, as in hostility or competition","oppose, as in hostility or a competition.",4.0
2487,2487.0,make more complex or intricate,"make more complex, intricate, or richer.",3.75
2488,2488.0,cause to be/show to be invalid,show to be invalid.,4.25
2489,2489.0,create a new entity by putting components or members together,create by putting components or members together.,4.5
2490,2490.0,the activity of providing supplies,the activity of supplying or providing something.,4.75
2491,2491.0,make or become brighter or lighter,make lighter or brighter.,5.0
2492,2492.0,actors in a play,the actors in a play.,5.0
2493,2493.0,take someone's soul into heaven,take up someone's soul into heaven.,5.0
2494,2494.0,Discipline in personal or social activities.,discipline in personal and social activities.,5.0
2495,2495.0,"a person eating a meal, often in a restaurant",a person eating a meal (especially in a restaurant).,4.75
2496,2496.0,A sudden (emotional) outburst.,a sudden outburst.,4.25
2497,2497.0,make or become harder,make hard or harder.,4.0
2498,2498.0,the introductory portion of a story,the introductory section of a story.,5.0
2499,2499.0,work material with a tool,work with a tool.,3.75
2500,2500.0,make or become less strict or severe,make less severe or strict.,4.5
2501,2501.0,support by placing on or against something solid,support by placing against something solid or rigid.,4.75
2502,2502.0,"Part, cease, or break association with (something).",part; cease or break association with.,5.0
2503,2503.0,"have the financial means to obtain, buy, or do something",have the financial means to do something or buy something.,5.0
2504,2504.0,A list of candidates nominated by a political party to run for election.,a list of candidates nominated by a political party to run for election to public offices.,4.25
2505,2505.0,"say, state, or perform again","to say, state, or perform again.",5.0
2506,2506.0,allow the passage of air,allow the passage of air through.,5.0
2507,2507.0,unite; merge with something already in existence,unite or merge with something already in existence.,5.0
2508,2508.0,use resources or materials,use up (resources or materials).,5.0
2509,2509.0,make or become harder,become hard or harder.,5.0
2510,2510.0,(Cause to) be firmly attached or closed.,cause to be firmly attached.,5.0
2511,2511.0,make or become wider or more extensive,become broader or wider or more extensive.,5.0
2512,2512.0,Unrestricted freedom to use something.,unrestricted freedom to use.,4.75
2513,2513.0,"laying claim, the act of taking possession of, or power over, something.",the act of taking possession of or power over something.,4.75
2514,2514.0,give structure to,give a structure to.,4.75
2515,2515.0,mark with scars,mark with a scar.,5.0
2516,2516.0,(Baseball) Tag the base runner to get him out.,tag the base runner to get him out.,5.0
2517,2517.0,"Be reflected as heat, light, or shock waves;.","be reflected as heat, sound, or light or shock waves.",4.4
2518,2518.0,a competitor most likely to win,a competitor thought likely to win.,4.8
2519,2519.0,make or become longer,become long or longer.,4.6
2520,2520.0,be on base at the end of an inning,"to be on base at the end of an inning, of a player.",4.6
2521,2521.0,"Either of the two categories (male or female) into which most organisms are divided, or key properties that distinguish the categories.",either of the two categories (male or female) into which most organisms are divided.,3.5
2522,2522.0,(science) The atomic weight of an element that has the same combining capacity as a given weight of another element.,the atomic weight of an element that has the same combining capacity as a given weight of another element; the standard is 8 for oxygen.,3.5
2523,2523.0,provide with a toggle,provide with a toggle or toggles.,4.75
2524,2524.0,(cause to) move back and forth or side to side,cause to move back and forth.,4.25
2525,2525.0,measure the depth of a body of water,measure the depth of (a body of water) with a sounding line.,3.75
2526,2526.0,"make a loud noise, as an animal","make a loud noise, as of animal.",5.0
2527,2527.0,The act of coming to rest after a voyage.,the act of coming to land after a voyage.,5.0
2528,2528.0,"join or bring together (two) objects, ideas, or people","bring two objects, ideas, or people together.",5.0
2529,2529.0,Make reference to something.,make reference to.,4.5
2530,2530.0,"Behave violently, as if in a state of great    anger; break or tear violently.","behave violently, as if in state of a great anger.",4.25
2531,2531.0,Form a spiral or move in a spiral course.,move in a spiral or zigzag course.,4.75
2532,2532.0,"a feeling of aversion, distaste, antipathy",a feeling of aversion or antipathy.,4.25
2533,2533.0,Release (gas or energy) as a result of a chemical reaction or physical decomposition (perhaps in a metaphorical sense),release (gas or energy) as a result of a chemical reaction or physical decomposition.,4.0
2534,2534.0,overcome with amazement; flabbergast,overcome with amazement.,4.0
2535,2535.0,behave in a condescending manner,behave in a patronizing and condescending manner.,3.75
2536,2536.0,take into one's family or group,take into one's family.,4.0
2537,2537.0,(Contract bridge) the highest bid becomes the contract setting in the number of tricks that the bidder must make.,(contract bridge) the highest bid becomes the contract setting the number of tricks that the bidder must make.,5.0
2538,2538.0,go on a campaign or off to war,go on a campaign; go off to war.,5.0
2539,2539.0,"react, or respond to a call, command, or stimulus",react to a stimulus or command.,4.25
2540,2540.0,(Literally) sound with resonance.,sound with resonance.,5.0
2541,2541.0,"an injury to the skin caused by radiation, heat or chemicals",an injury caused by exposure to heat or chemicals or radiation.,4.75
2542,2542.0,make a causal or logical connection; group together,make a logical or causal connection.,4.25
2543,2543.0,Apply conditioner to make smooth and shiny.,apply conditioner to in order to make smooth and shiny.,5.0
2544,2544.0,exercise or have power of memory,"exercise, or have the power of, memory.",5.0
2545,2545.0,A feeling or state of extreme anger.,a state of extreme anger.,4.75
2546,2546.0,"Wrinkled, crumpled, or creased.",become wrinkled or crumpled or creased.,5.0
2547,2547.0,Admit to testing/proof,admit to testing or proof.,5.0
2548,2548.0,an accounting period of 12 months,any accounting period of 12 months.,5.0
2549,2549.0,praise the qualities in order to sell or promote,make a plug for; praise the qualities or in order to sell or promote.,4.333
2550,2550.0,relative darkness of a color,relative darkness or lightness of a color.,3.75
2551,2551.0,"Strike heavily, especially with a fist or implement.","strike heavily, especially with the fist or a bat.",4.25
2552,2552.0,Make receptive or willing toward an action or belief.,make receptive or willing towards an action or attitude or belief.,4.75
2553,2553.0,"open again, open anew",open again or anew.,5.0
2554,2554.0,A conceptual formulation; a way of conceiving something.,a way of conceiving something.,4.0
2555,2555.0,heat metal prior to working it,heat a metal prior to working it.,5.0
2556,2556.0,feel the strong need to eat,feel the need to eat.,4.5
2557,2557.0,be in direct physical contact with,be in direct physical contact with; make contact.,3.667
2558,2558.0,Give suck to; receive suck.,give suck to.,3.667
2559,2559.0,covering for a bed,decorative cover for a bed.,4.333
2560,2560.0,"grip, penetrate or tear off with or as if with the teeth or jaws","to grip, cut off, or tear with or as if with the teeth or jaws.",5.0
2561,2561.0,play a stringed instrument with a bow,play on a string instrument with a bow.,4.5
2562,2562.0,Doubt or an impression that something might    not be the case.,an impression that something might be the case.,4.0
2563,2563.0,A successful throw or try for a point after a touchdown.,a successful free throw or try for point after a touchdown.,4.75
2564,2564.0,Express audibly; utter sounds (not          necessarily words); indicate.,express audibly; utter sounds (not necessarily words).,4.5
2565,2565.0,hold back in uncertainty or unwillingness,pause or hold back in uncertainty or unwillingness.,5.0
2566,2566.0,a serving of a beverage,a single serving of a beverage.,5.0
2567,2567.0,Give an incentive or reason for action.,give an incentive for action.,4.5
2568,2568.0,the day before today,the day immediately before today.,5.0
2569,2569.0,take or capture by force or authority,take or capture by force.,4.333
2570,2570.0,(Medicine) Apply a plaster cast to.,apply a plaster cast to.,5.0
2571,2571.0,interfere with someone else's activity,interfere in someone else's activity.,5.0
2572,2572.0,Assign a new time for an event,assign a new time and place for an event.,5.0
2573,2573.0,Value measured by what must be given or done to obtain something.,value measured by what must be given or done or undergone to obtain something.,4.75
2574,2574.0,touch or hold with the hands,"touch, lift, or hold with the hands.",4.5
2575,2575.0,scrape or rub to relieve itching,scrape or rub as if to relieve itching.,5.0
2576,2576.0,give a detailed account of,narrate or give a detailed account of.,4.75
2577,2577.0,Any activity that acquires a person's attention.,any activity that occupies a person's attention.,5.0
2578,2578.0,cause to become awake or alert,cause to become awake or conscious.,5.0
2579,2579.0,provide a feast or banquet,provide a feast or banquet for.,4.5
2580,2580.0,The act of hindering someone's plans or efforts.,an act of hindering someone's plans or efforts.,5.0
2581,2581.0,Fool or hoax (someone).,fool or hoax.,4.25
2582,2582.0,raising the stakes or bet of a game by a factor of 2,raising the stakes in a card game by a factor of 2.,4.75
2583,2583.0,The (period of) control of a country by military forces of a foreign power.,the control of a country by military forces of a foreign power.,4.5
2584,2584.0,(computer science) the occurence of an incorrect result produced by a computer.,(computer science) the occurrence of an incorrect result produced by a computer.,5.0
2585,2585.0,"give pleasure, satifaction, or happiness; be pleasing to",give pleasure to or be pleasing to.,4.0
2586,2586.0,the soft padding under a saddle,a soft pad placed under a saddle.,5.0
2587,2587.0,elecate or idealize in allusion to Christ's          transfiguration,"elevate or idealize, in allusion to Christ's transfiguration.",5.0
2588,2588.0,inability of the heart to pump blood to sustain life functions,inability of the heart to pump enough blood to sustain normal bodily functions.,4.75
2589,2589.0,cause to vibrate in a different pattern,cause to vibrate in a definite pattern.,4.0
2590,2590.0,warn or call to a sense of preparedness,warn or arouse to a sense of danger or call to a state of preparedness.,4.5
2591,2591.0,Adapt oneself to new or different conditions.,adapt or conform oneself to new or different conditions.,4.5
2592,2592.0,"move faster, or cause to move faster",cause to move faster.,4.5
2593,2593.0,"Supply food ready to eat, as for parties          and banquets.",supply food ready to eat; for parties and banquets.,5.0
2594,2594.0,"express protest or dissent, raise an objection",express or raise an objection or protest or criticism or express dissent.,4.0
2595,2595.0,clear mucus from one's throat,clear mucus or food from one's throat.,4.25
2596,2596.0,pass into a state or condition,pass into a specified state or condition.,5.0
2597,2597.0,add embellishments (to medieval manuscripts),add embellishments and paintings to (medieval manuscripts).,3.75
2598,2598.0,make or become thick,make thick or thicker.,4.75
2599,2599.0,move or execute very quickly or hastily,run or move very quickly or hastily.,4.75
2600,2600.0,"hurt, feel physical pain",feel physical pain.,4.0
2601,2601.0,tell or spread rumors; say,tell or spread rumors.,4.25
2602,2602.0,throw with force or recklessness; cast away,throw with force or recklessness.,4.25
2603,2603.0,return to in thought or speech,return in thought or speech to something.,4.5
2604,2604.0,"Try to cure by special care    or treatment, of an illness or injury; treat carefully.","try to cure by special care of treatment, of an illness or injury.",4.25
2605,2605.0,a sweeping cut with a sharp instrument,a strong sweeping cut made with a sharp instrument.,4.25
2606,2606.0,Any address at which one dwells more than temporarily.,any address at which you dwell more than temporarily.,4.5
2607,2607.0,"BOTANY -- the usually underground organ of a plant that lacks buds or leaves or nodes, which absorbs water and mineral salts; usually it anchors the plant to the ground.",(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground.,4.75
2608,2608.0,"Reproduce or make an exact copy of; make,    do, or perform again.",reproduce or make an exact copy of.,3.75
2609,2609.0,"pass (a thread) through or into,on or as if on a    string",thread on or as if on a string.,4.5
2610,2610.0,Engrave by means of dots.,engrave by means of dots and flicks.,4.5
2611,2611.0,have a strong desire to do something,have a strong desire or urge to do something.,4.75
2612,2612.0,be relevant or pertinent,be pertinent or relevant or applicable.,4.5
2613,2613.0,indicate contempt by breathing noisily and    forcefully through the news,indicate contempt by breathing noisily and forcefully through the nose.,4.0
2614,2614.0,become aware of through the senses,to become aware of through the senses.,5.0
2615,2615.0,cause to be alert or energetic,cause to be alert and energetic.,4.5
2616,2616.0,"Remove by erasing or crossing out, as if by    drawing a line through.",remove by erasing or crossing out or as if by drawing a line.,4.5
2617,2617.0,cook slowly for a long time in liquid,cook slowly and for a long time in liquid.,5.0
2618,2618.0,"the temperature at which a liquid boils, bubbles",the temperature at which a liquid boils at sea level.,3.75
2619,2619.0,Make a map of; show or establish the    features or details of; explore or survey for the purposes of making a    map.,make a map of; show or establish the features of details of.,3.75
2620,2620.0,The social force that binds one to the courses of action demanded by that force.,the social force that binds you to the courses of action demanded by that force.,5.0
2621,2621.0,"Avoid or try to avoid fulfilling,          answering, or performing.","avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues).",4.25
2622,2622.0,Lead someone in the wrong direction  (physically); give wrong spatial directions.,lead someone in the wrong direction or give someone wrong directions.,4.75
2623,2623.0,"maintain, assert, or claim",maintain or assert.,4.25
2624,2624.0,Improve by restoring to a previous or better condition.,restore to a previous or better condition.,4.5
2625,2625.0,"make accessible to some action, influence, or condition",expose or make accessible to some action or influence.,4.75
2626,2626.0,Approach a limit as the number of terms          increases without limit; specifically a mathematical term.,approach a limit as the number of terms increases without limit.,4.0
2627,2627.0,The stiching that forms the rim of a shoe or boot.,the stitching that forms the rim of a shoe or boot.,5.0
2628,2628.0,put under the control of the federal government,put under the control and authority of a federal government.,4.75
2629,2629.0,Manual stimulation fo the genital area for sexual pleasure.,manual stimulation of the genital area for sexual pleasure.,5.0
2630,2630.0,equip with a fuse,equip with a fuse; provide with a fuse.,4.25
2631,2631.0,end of the American Revolution,the successful ending of the American Revolution.,4.75
2632,2632.0,(mathematics) The smallest whole number or a numeral representing this number.,the smallest whole number or a numeral representing this number.,5.0
2633,2633.0,stimulating or demanding factors of a situation,a demanding or stimulating situation.,4.5
2634,2634.0,A physical portion of all or part of a natural object that is collected and preserved as an example of its class or total.,all or part of a natural object that is collected and preserved as an example of its class.,4.5
2635,2635.0,Amplify an electron current by causing part          of the power on the output circuit to act upon the input circuit.,amplify (an electron current) by causing part of the power in the output circuit to act upon the input circuit.,5.0
2636,2636.0,A human utters words loudly and forcefully.,utter words loudly and forcefully.,3.25
2637,2637.0,oppose with equal weight or force,contrast with equal weight or force.,5.0
2638,2638.0,(Cause to) strike the air in flight.,strike the air in flight.,5.0
2639,2639.0,Preserve in a tin or jar.,preserve in a can or tin.,5.0
2640,2640.0,a chain of atoms in a molecule forming a closed loop,(chemistry) a chain of atoms in a molecule that forms a closed loop.,5.0
2641,2641.0,make the surface level or smooth,make the surface of level or smooth.,5.0
2642,2642.0,Impress or affect deeply (emotionally).,impress or affect deeply.,4.75
2643,2643.0,"Supply with a constant flow of some liquid,          for the purpose of cooling, cleansing, or disinfecting.","supply with a constant flow or sprinkling of some liquid, for the purpose of cooling, cleansing, or disinfecting.",4.75
2644,2644.0,apply a thin coating of paint/metal,"apply a thin coating of paint, metal, etc., to.",4.75
2645,2645.0,"disregard, fail to attend to",fail to attend to.,4.25
2646,2646.0,"make a short, sharp sound",make a sharp sound.,4.0
2647,2647.0,connect or fasten into a chain by linking,connect or arrange into a chain by linking.,4.75
2648,2648.0,beat thoroughly in a competition or fight,beat thoroughly and conclusively in a competition or fight.,4.5
2649,2649.0,Look through a book or some other written    material (for information).,look through a book or other written material.,5.0
2650,2650.0,state of being active,the state of being active.,5.0
2651,2651.0,(theology) the act of deliving from sin or saving from evil.,(theology) the act of delivering from sin or saving from evil.,5.0
2652,2652.0,declare or make unfit or unsuitable,make unfit or unsuitable.,4.25
2653,2653.0,Cook on a hot surface using fat; cook in oil.,cook on a hot surface using fat.,4.0
2654,2654.0,Improve by pruning or polishing,improve or perfect by pruning or polishing.,4.5
2655,2655.0,An area that is central within some larger region.,an area that is approximately central within some larger region.,4.5
2656,2656.0,"start suddenly, as if from fright","start suddenly, as from fright.",5.0
2657,2657.0,"Be larger in number, quantity, power,          status, or importance, without personally having sovereign power.","be larger in number, quantity, power, status or importance.",3.75
2658,2658.0,"Give oneself entirely to a specific person,    activity, or cause.","give entirely to a specific person, activity, or cause.",5.0
2659,2659.0,"the finger next to the thumb, forefinger",the finger next to the thumb.,4.5
2660,2660.0,put up with something or someone (unpleasant),put up with something or somebody unpleasant.,4.75
2661,2661.0,role or function of the head of a government department,the role of the head of a government department.,5.0
2662,2662.0,"consider again, usually with a view to changing",consider again; give new consideration to; usually with a view to changing.,4.25
2663,2663.0,drive at an excessive or illegal velocity,travel at an excessive or illegal velocity.,4.25
2664,2664.0,"an air force military unit, smaller than a squadron",an air force unit smaller than a squadron.,5.0
2665,2665.0,"the act of giving someone a job, hiring someone",the act of giving someone a job.,4.5
2666,2666.0,the act of annoying someone or something,the act of troubling or annoying someone.,3.5
2667,2667.0,"Droop, sink, or settle from or as if from          pressure or loss of tautness; become less intense.","droop, sink, or settle from or as if from pressure or loss of tautness.",4.0
2668,2668.0,Cite as an authority; resort to (as in an argument).,cite as an authority; resort to.,5.0
2669,2669.0,Allocate or dedicate; set aside or apart          for a specific purpose or use.,set aside or apart for a specific purpose or use.,4.5
2670,2670.0,make out of components (in an improvising manner),make out of components (often in an improvising manner).,5.0
2671,2671.0,"rehearse, learn by repetition",learn by repetition.,4.25
2672,2672.0,Intend something to move toward a certain goal,intend (something) to move towards a certain goal.,5.0
2673,2673.0,register formally as a participant,register formally as a participant or member.,4.6
2674,2674.0,"write as if with print, not in cursive",write as if with print; not cursive.,5.0
2675,2675.0,shoot down birds,"shoot down, of birds.",4.4
2676,2676.0,appoint to clerical posts,appoint to a clerical posts.,5.0
2677,2677.0,(Chemistry) Undergo sequestration by          forming a stable compound with an ion.,undergo sequestration by forming a stable compound with an ion.,4.75
2678,2678.0,Furnish with an opening to allow air to          circulate or gase to escape.,furnish with an opening to allow air to circulate or gas to escape.,5.0
2679,2679.0,"Stand with arms or forelegs raised, as of menacing.","stand with arms or forelegs raised, as if menacing.",5.0
2680,2680.0,accounting period of 12 months,any accounting period of 12 months.,5.0
2681,2681.0,Convert the genetic information in a strand          of DNA into a strand of RNA.,"convert the genetic information in (a strand of DNA) into a strand of RNA, especially messenger RNA.",4.25
2682,2682.0,"give a thrashing to, beat",give a thrashing to; beat hard.,4.75
2683,2683.0,"Immerse or be immersed in a boiling liquid,  for purposes of cooking or processing.","immerse or be immersed in a boiling liquid, often for cooking purposes.",5.0
2684,2684.0,"Supply with water for crops, as with    channels, ditches, or streams.","supply with water, as with channels or ditches or streams.",5.0
2685,2685.0,The period of time during which a leasing contract is in effect.,the period of time during which a contract conveying property to a person is in effect.,4.25
2686,2686.0,Protect or strengthen with sandbags.,protect or strengthen with sandbags; stop up.,4.25
2687,2687.0,travel; make a tour of a place,make a tour of a certain place.,5.0
2688,2688.0,the political head of city government,the head of a city government.,4.75
2689,2689.0,"pass the tongue over, take up with the tongue",take up with the tongue.,3.25
2690,2690.0,"A city on the River Thames in Bershire, southern England",a city on the River Thames in Berkshire in southern England.,5.0
2691,2691.0,"a chart or map showing the dimensions, movements or progress of something",a chart or map showing the movements or progress of an object.,4.75
2692,2692.0,Take away a vital or essential part of          something.,take away a vital or essential part of.,4.75
2693,2693.0,An imperfection; the quality of being inadequate or falling short.,the quality of being inadequate or falling short of perfection.,4.25
2694,2694.0,"Pat or squeeze, especially under the chin.","pat or squeeze fondly or playfully, especially under the chin.",4.75
2695,2695.0,make up something fictional or untrue,make up something artificial or untrue.,4.75
2696,2696.0,the act of swallowing liquid,the act of swallowing.,4.25
2697,2697.0,have unlawful sex with a prostitute,have unlawful sex with a whore.,4.5
2698,2698.0,Reverse the winding or twisting of;  separate the tangles of.,reverse the winding or twisting of.,4.0
2699,2699.0,"Reimburse or compensate (someone), as for a          loss or sacrifice.","reimburse or compensate (someone), as for a loss.",4.5
2700,2700.0,sharpen a razor with a strap,sharpen with a strap.,3.25
2701,2701.0,the longer telegraphic signal of Morse Code,the longer of the two telegraphic signals used in Morse code.,4.5
2702,2702.0,"The part of the body between the neck and upper arm, or any of its subparts.",the part of the body between the neck and the upper arm.,4.25
2703,2703.0,"Rain, hail, or snow hard and be very windy,    often with thunder and lightning; blow hard.","rain, hail, or snow hard and be very windy, often with thunder or lightning.",4.5
2704,2704.0,fill with high spirits,fill with high spirits; fill with optimism.,4.25
2705,2705.0,The release of pressure built up during a stop consonant.,the terminal forced release of pressure built up during the occlusive phase of a stop consonant.,3.5
2706,2706.0,(cause to) fall in drops,let or cause to fall in drops.,4.5
2707,2707.0,The status of being champion.,the status of being a champion.,5.0
2708,2708.0,Draw advantages from; take advantage.,draw advantages from.,3.75
2709,2709.0,Last year he was wanted for murder.,Last year it was sought to murder.  ,4.0
2710,2710.0,Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.,Economists' not against the companies openly using the attractiveness of luxury to promote their products.,5.0
2711,2711.0,"And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.","And, perhaps the most important, Ahmadinejad destabilising influence, not bernanke.",5.0
2712,2712.0,A Europe for All,All Europe,4.667
2713,2713.0,"Gays and other ""modern"" practices are rejected as self-indulgent.","The gay and other practical ""Modern"" are rejected, laws.",4.5
2714,2714.0,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only a month before, muybarak refused the demands of constitutional reform by taxing them with ""futile.",5.0
2715,2715.0,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only one month before, Muybarak disrupted the demands of constitutional reform by taxing futile '.",4.5
2716,2716.0,Iraq's future depends directly on the fate of Iraqi oil production.,The future of Iraq is linked to oil production of the country.,5.0
2717,2717.0,Today's great Pax Europa and today's pan-European prosperity depend on this.,"Large Pax Europa of today, just like current prosperity paneuropéenne, depends on it.",4.0
2718,2718.0,This tendency extends deeper than headscarves.,This trend goes well beyond simple headscarves.,4.5
2719,2719.0,"More than that, the divisions are reproduced at the local level.","Beyond the geographical division, divisions recur locally.",4.0
2720,2720.0,"But if Europe's performance continues to decline, would this perception survive?",But can this image survive a continuation of the decline?,3.75
2721,2721.0,"But if Europe's performance continues to decline, would this perception survive?",But this image can survive a further decline?,2.2
2722,2722.0,The People Versus Putin,Putin against people,4.5
2723,2723.0,"The old version of the European response--what psychologists might call ""dollar envy""--will only become more acute.","The old version of the European response (what psychologists call ""the envy of the dollar 'only become more pervasive.",4.75
2724,2724.0,But the returns that make US stock markets so attractive reflect a delicate political balance.,But the returns which return the US markets of the transferable securities if attracting reflect a fragile political balance.,4.75
2725,2725.0,Each side had quite different theories and explanations of what was going on.,Every leader had markedly different explanations and theories on the situation.,4.0
2726,2726.0,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer is in the support that the democratic activists indonésiens will be able to generate nationally and internationally.,5.0
2727,2727.0,"They are ignorant, poor, and sick.",They are for the moment.  ,0.5
2728,2728.0,"Jobs, in particular, will help young people to create new lives through serious work.","The jobs, in particular, help the young to invent new forms of employment.  ",4.5
2729,2729.0,Iraq's future depends directly on the fate of Iraqi oil production.,The future of Iraq is related to the oil production of the country.,5.0
2730,2730.0,"In other areas, sharia law is being introduced by force.","In other areas, the sharia is imposed.",4.25
2731,2731.0,"Each time, radical improvements in technology made the threat evaporate.","Each time, radical technological progress made it off these threats.",4.75
2732,2732.0,A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.,"A Chinese influential businessman who share his time between Hong Kong and London, was even more precise.",5.0
2733,2733.0,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer lies in the support that democratic activists Indonesians may generate drive and internationally.,4.75
2734,2734.0,But the returns that make US stock markets so attractive reflect a delicate political balance.,But the returns which make the markets do not so attractive to reflect a fragile political equilibrium.  ,3.25
2735,2735.0,The questions are many.,There are many questions.  ,4.75
2736,2736.0,But US stock prices fell only 5.2% between May 9 and May 24.,"However, the Americans have only a fall of 5.2% between 9 and on 24 may.  ",4.25
2737,2737.0,"Each time, radical improvements in technology made the threat evaporate.","Each time, radical technological progress made slip these threats.",4.75
2738,2738.0,"Jobs, in particular, will help young people to create new lives through serious work.","Jobs, in particular, would help young people to forge new lives through serious jobs.",4.75
2739,2739.0,None of this absolves rich countries of their responsibility to help.,This does not however emerging rich countries from their obligation to help.,4.5
2740,2740.0,"And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.","And, perhaps most important, Ahmadinejad exerts a destabilizing influence, not Bernanke.",5.0
2741,2741.0,This has left the Conservative opposition without an effective response.,This leaves the opposition Conservative without any effective response.,5.0
2742,2742.0,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they have recommended the policies that politicians will take into account.",4.5
2743,2743.0,This gross error is leading Russia to political ruin.,And this mistake mistake is in the process of its political.  ,3.0
2744,2744.0,"He did, but the initiative did not get very far.",What he has done without the initiative goes very far.,3.4
2745,2745.0,"The old version of the European response--what psychologists might call ""dollar envy""--will only become more acute.",The old version of the European reaction (what the psychologists call “the desire of the dollar”) will become only more penetrating.,4.5
2746,2746.0,Last year he was wanted for murder.,Last year it was required for murder.,3.8
2747,2747.0,The Political Stock Market,The politicization of securities markets,2.833
2748,2748.0,Each side had quite different theories and explanations of what was going on.,Every originator had theories and explanations appreciably different on the situation.,4.75
2749,2749.0,"Jobs, in particular, will help young people to create new lives through serious work.","The jobs, help young people to forge new lives through serious jobs.",4.75
2750,2750.0,Tocqueville believed that there are no effective long-term constraints on this tendency.,"Tocqueville believed that in the long term, nothing can oppose really this trend.",4.5
2751,2751.0,What we are witnessing today is a shift from a Muslim identity to an Islamist identity.,We are witnessing today to change a Muslim identity for an Islamic identity.,5.0
2752,2752.0,A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.,On the question of losing Alstom would have serious repercussions in Europe and not just for the policies on competition.,4.25
2753,2753.0,Today's great Pax Europa and today's pan-European prosperity depend on this.,"The large Europa Pax today, just as the current pan-European prosperity, depends on it.",5.0
2754,2754.0,Last year he was wanted for murder.,Last year it was sought for murder.,3.6
2755,2755.0,What we are witnessing today is a shift from a Muslim identity to an Islamist identity.,In the absence of a change of associations.  ,0.5
2756,2756.0,"But if Europe's performance continues to decline, would this perception survive?",But this image can survive a further decline?,2.2
2757,2757.0,Today's great Pax Europa and today's pan-European prosperity depend on this.,"The great Pax Europa today, as the current pan-European prosperity, depends on it.",5.0
2758,2758.0,This has left the Conservative opposition without an effective response.,That leaves the conservative opposition without effective response.,5.0
